Depth(MD)	DTC	DTS	Bulk Density
[ft]	[us/ft]	[us/ft]	[g/cc]
5178	122.154	319.392	2.318
5178.5	122.16	317.705	2.315
5179	122.297	318.06	2.306
5179.5	122.673	318.611	2.296
5180	123.012	319.891	2.297
5180.5	123.283	320.597	2.305
5181	123.28	320.548	2.313
5181.5	123.268	319.995	2.315
5182	123.319	320.423	2.313
5182.5	123.572	320.367	2.311
5183	123.714	319.49	2.313
5183.5	123.379	317.711	2.318
5184	123.038	316.12	2.318
5184.5	122.632	313.417	2.317
5185	122.334	317.558	2.321
5185.5	122.333	319.052	2.328
5186	122.343	320.99	2.334
5186.5	122.357	319.467	2.335
5187	122.502	317.431	2.331
5187.5	122.666	316.051	2.326
5188	122.811	315.492	2.324
5188.5	122.353	313.692	2.321
5189	121.08	309.203	2.316
5189.5	119.042	304.304	2.313
5190	117.259	297.274	2.313
5190.5	116.25	292.883	2.313
5191	115.501	288.417	2.315
5191.5	115.349	286.062	2.314
5192	115.222	284.472	2.311
5192.5	115.331	283.396	2.314
5193	115.301	280.863	2.324
5193.5	114.853	275.149	2.33
5194	114.336	264.987	2.327
5194.5	112.238	252.161	2.324
5195	111.126	241.534	2.325
5195.5	110.534	237.323	2.321
5196	111.125	240.069	2.288
5196.5	111.704	247.465	2.225
5197	112.26	256.214	2.165
5197.5	112.089	264.974	2.134
5198	111.815	273.262	2.131
5198.5	111.62	279.834	2.141
5199	111.97	284.574	2.152
5199.5	113.505	288.129	2.158
5200	114.827	291.166	2.157
5200.5	116.789	294.461	2.153
5201	117.82	299.214	2.15
5201.5	118.563	305.486	2.151
5202	118.404	312.686	2.157
5202.5	117.994	316.744	2.158
5203	116.405	317.7	2.153
5203.5	115.121	315.486	2.153
5204	114.04	310.543	2.161
5204.5	113.035	305.116	2.175
5205	112.248	300.036	2.195
5205.5	111.414	296.326	2.214
5206	110.459	293.011	2.221
5206.5	109.46	290.251	2.214
5207	108.931	288.246	2.199
5207.5	109.113	288.969	2.194
5208	110.168	291.764	2.208
5208.5	111.592	294.076	2.232
5209	112.42	294.622	2.251
5209.5	113.049	293.381	2.261
5210	113.448	290.911	2.268
5210.5	113.394	288.944	2.264
5211	113.555	286.957	2.249
5211.5	114.029	285.703	2.229
5212	115.272	286.731	2.213
5212.5	117.784	293.503	2.199
5213	121.35	305.901	2.179
5213.5	122.852	317.928	2.148
5214	122.934	326.101	2.116
5214.5	121.527	329.658	2.094
5215	120.446	331.395	2.082
5215.5	119.661	333.61	2.074
5216	119.518	335.5	2.068
5216.5	118.977	338.038	2.07
5217	117.631	336	2.082
5217.5	115.929	332.293	2.101
5218	113.813	322.863	2.129
5218.5	111.684	310.997	2.171
5219	110.079	299.868	2.22
5219.5	109.33	294.154	2.259
5220	109.535	296.511	2.277
5220.5	109.897	299.658	2.277
5221	110.273	302.377	2.27
5221.5	110.455	305.397	2.261
5222	110.197	309.066	2.249
5222.5	110.217	308.384	2.242
5223	110.466	307.284	2.247
5223.5	110.838	304.328	2.261
5224	111.394	301.558	2.272
5224.5	113.054	299.026	2.264
5225	115.13	297.652	2.227
5225.5	117.968	298.904	2.177
5226	119.173	301.761	2.135
5226.5	119.581	306.878	2.118
5227	119.588	313.045	2.127
5227.5	120.391	320.558	2.142
5228	122.195	328.267	2.13
5228.5	126.742	333.66	2.083
5229	129.067	339.906	2.035
5229.5	130.153	345.613	2.011
5230	128.766	351.727	2.008
5230.5	127.24	354.557	2.012
5231	126.173	354.063	2.017
5231.5	125.43	351.88	2.021
5232	125.912	349.667	2.025
5232.5	126.006	348.167	2.03
5233	126.204	350.124	2.033
5233.5	125.967	351.004	2.032
5234	125.616	351.765	2.03
5234.5	125.115	351.697	2.032
5235	124.58	350.095	2.038
5235.5	124.391	346.551	2.047
5236	125.053	339.279	2.053
5236.5	125.805	329.836	2.051
5237	126.258	319.069	2.039
5237.5	126.008	315.482	2.03
5238	125.644	320.994	2.027
5238.5	125.285	342.819	2.025
5239	125.164	348.844	2.018
5239.5	125.788	366.065	2.011
5240	126.344	379.486	2.01
5240.5	126.791	395.323	2.017
5241	126.087	398.767	2.032
5241.5	124.784	395.058	2.063
5242	124.101	384.122	2.117
5242.5	123.468	373.063	2.179
5243	123.375	361.624	2.221
5243.5	123.41	352.352	2.237
5244	123.568	343.691	2.242
5244.5	123.6	341.009	2.243
5245	123.305	341.315	2.239
5245.5	122.582	341.936	2.236
5246	122.178	339.159	2.244
5246.5	121.362	333.791	2.262
5247	121.087	325.959	2.276
5247.5	120.713	320.16	2.286
5248	120.263	316.887	2.297
5248.5	119.253	314.66	2.305
5249	118.75	313.54	2.309
5249.5	118.676	312.415	2.312
5250	119.401	312.034	2.315
5250.5	119.75	313.176	2.317
5251	121.58	315.726	2.314
5251.5	124.321	322.189	2.305
5252	125.666	328.088	2.294
5252.5	125.246	326.901	2.282
5253	123.022	318.531	2.272
5253.5	120.92	307.763	2.268
5254	118.258	299.943	2.274
5254.5	115.982	294.53	2.284
5255	114.221	291.796	2.289
5255.5	113.339	292.827	2.284
5256	113.445	293.578	2.275
5256.5	113.97	293.678	2.263
5257	115.265	292.583	2.25
5257.5	116.416	295.62	2.236
5258	117.305	300.079	2.227
5258.5	117.432	305.651	2.229
5259	116.479	307.723	2.241
5259.5	115.237	305.055	2.254
5260	114.72	298.641	2.264
5260.5	115.686	293.279	2.26
5261	117.075	289.095	2.226
5261.5	118.652	287.588	2.167
5262	120.126	289.776	2.109
5262.5	121.501	296.614	2.075
5263	122.053	304.735	2.068
5263.5	122.049	309.757	2.073
5264	122.129	311.626	2.076
5264.5	122.115	310.363	2.074
5265	122.179	312.732	2.073
5265.5	122.272	313.834	2.074
5266	122.61	316.743	2.075
5266.5	123.103	319.677	2.073
5267	123.516	323.302	2.068
5267.5	123.045	328.014	2.063
5268	122.375	329.434	2.061
5268.5	121.334	327.631	2.064
5269	120.276	323.841	2.075
5269.5	118.962	319.32	2.091
5270	117.683	314.655	2.105
5270.5	116.758	306.211	2.113
5271	116.094	301.664	2.116
5271.5	115.717	297.485	2.118
5272	115.515	294.458	2.12
5272.5	115.823	291.438	2.122
5273	116.625	291.226	2.121
5273.5	117.751	294.399	2.111
5274	118.854	297.468	2.093
5274.5	119.733	299.605	2.075
5275	119.99	302.555	2.071
5275.5	119.687	307.786	2.077
5276	118.69	312.614	2.08
5276.5	118.004	313.36	2.077
5277	117.581	312.025	2.08
5277.5	117.443	307.839	2.093
5278	117.398	302.877	2.109
5278.5	118.352	296.383	2.122
5279	120.274	295.105	2.128
5279.5	122.448	298.914	2.125
5280	124.954	303.911	2.106
5280.5	126.545	309.767	2.078
5281	127.224	315.61	2.059
5281.5	126.976	320.505	2.054
5282	126.299	323.864	2.057
5282.5	125.658	323.26	2.059
5283	125.31	324.1	2.06
5283.5	125.164	326.598	2.066
5284	124.739	331.321	2.073
5284.5	124.375	336.048	2.077
5285	123.881	339.039	2.079
5285.5	123.828	340.911	2.084
5286	123.954	339.043	2.092
5286.5	124.539	340.534	2.096
5287	124.924	344.423	2.096
5287.5	125.127	344.512	2.091
5288	125.128	344.228	2.085
5288.5	124.992	343.517	2.08
5289	125.154	343.879	2.081
5289.5	125.349	339.872	2.084
5290	125.745	338.288	2.084
5290.5	126.098	338.049	2.081
5291	126.268	340.244	2.079
5291.5	126.174	338.194	2.077
5292	125.812	337.305	2.074
5292.5	125.327	336.39	2.073
5293	124.959	339.381	2.078
5293.5	124.929	341.569	2.088
5294	125.055	342.45	2.095
5294.5	125.087	341.603	2.097
5295	125.161	337.852	2.091
5295.5	125.37	335.919	2.084
5296	125.509	336.425	2.084
5296.5	125.533	338.389	2.091
5297	125.428	343.903	2.101
5297.5	125.461	345.73	2.109
5298	125.792	345.104	2.114
5298.5	125.946	341.243	2.112
5299	125.872	337.737	2.106
5299.5	125.786	337.918	2.101
5300	125.744	339.954	2.103
5300.5	125.737	340.39	2.107
5301	125.769	335.76	2.11
5301.5	125.768	333.41	2.109
5302	125.615	332.133	2.102
5302.5	125.417	331.556	2.091
5303	125.505	332.67	2.08
5303.5	125.468	334.019	2.073
5304	125.689	336.997	2.073
5304.5	125.541	335.15	2.079
5305	125.847	334.386	2.088
5305.5	126.018	333.948	2.091
5306	126.641	335.93	2.089
5306.5	127.117	339.378	2.086
5307	127.534	342.965	2.088
5307.5	127.732	348.508	2.092
5308	128.045	352.502	2.093
5308.5	128.121	354.256	2.09
5309	127.638	354.371	2.084
5309.5	126.634	353.266	2.077
5310	125.905	351.518	2.07
5310.5	125.466	348.503	2.069
5311	125.164	345.358	2.073
5311.5	124.669	341.265	2.079
5312	124.151	337.132	2.088
5312.5	123.558	332.108	2.099
5313	123.474	327.437	2.105
5313.5	123.87	323.66	2.1
5314	125.379	322.173	2.089
5314.5	126.922	321.353	2.078
5315	127.922	321.023	2.068
5315.5	127.821	321.861	2.061
5316	127.521	323.895	2.058
5316.5	127.112	325.988	2.059
5317	126.719	327.56	2.061
5317.5	126.475	330.841	2.056
5318	126.353	333.385	2.05
5318.5	126.613	336.565	2.049
5319	126.973	337.132	2.053
5319.5	127.157	335.239	2.058
5320	127.234	330.549	2.061
5320.5	127.022	328.813	2.063
5321	126.771	327.005	2.062
5321.5	126.225	326.228	2.057
5322	125.697	326.067	2.054
5322.5	125.214	327.716	2.054
5323	124.766	327.283	2.053
5323.5	124.866	325.379	2.05
5324	125.16	326.196	2.045
5324.5	126.171	330.053	2.039
5325	126.336	334.817	2.038
5325.5	126.37	339.328	2.038
5326	125.701	340.319	2.04
5326.5	125.473	340.449	2.046
5327	125.221	339.294	2.059
5327.5	125.228	337.913	2.073
5328	125.152	335.39	2.082
5328.5	125.135	336.507	2.082
5329	125.586	337.857	2.074
5329.5	126.348	337.628	2.068
5330	126.57	337.196	2.068
5330.5	127.33	336.713	2.073
5331	127.53	337.726	2.07
5331.5	127.91	337.128	2.054
5332	128.147	336.204	2.036
5332.5	128.069	335.576	2.031
5333	127.561	336.721	2.04
5333.5	126.845	336.818	2.05
5334	126.013	336.397	2.052
5334.5	125.661	336.559	2.046
5335	125.59	336.766	2.037
5335.5	125.893	337.141	2.032
5336	126.14	337.734	2.033
5336.5	126.657	339.154	2.037
5337	127.009	339.216	2.04
5337.5	127.05	338.16	2.043
5338	126.73	335.888	2.042
5338.5	126.424	335.732	2.034
5339	126.368	337.241	2.024
5339.5	126.244	336.686	2.022
5340	126.096	335.234	2.03
5340.5	125.801	335.275	2.042
5341	125.592	335.113	2.051
5341.5	125.407	334.808	2.053
5342	125.661	328.855	2.053
5342.5	126.106	325.17	2.056
5343	126.319	324.098	2.057
5343.5	126.205	324.86	2.053
5344	125.995	326.182	2.051
5344.5	125.825	326.036	2.06
5345	125.704	325.287	2.074
5345.5	125.769	325.323	2.075
5346	126.33	326.936	2.056
5346.5	127.153	329.121	2.032
5347	128.289	332.051	2.023
5347.5	128.66	335.787	2.029
5348	128.545	338.984	2.038
5348.5	128.209	338.332	2.042
5349	127.448	332.922	2.04
5349.5	126.7	328.816	2.037
5350	125.697	328.113	2.041
5350.5	125.208	328.801	2.052
5351	124.821	333.144	2.066
5351.5	124.798	335.651	2.077
5352	124.676	336.54	2.08
5352.5	124.853	335.423	2.069
5353	125.001	334.953	2.049
5353.5	125.209	334.468	2.036
5354	125.568	337.341	2.034
5354.5	126.105	339.298	2.036
5355	126.972	341.075	2.04
5355.5	127.505	342.074	2.044
5356	127.831	342.109	2.048
5356.5	127.919	343.289	2.048
5357	128.396	345.75	2.047
5357.5	128.322	348.898	2.044
5358	127.939	351.311	2.039
5358.5	127.247	352.978	2.037
5359	126.882	356.09	2.041
5359.5	126.477	358.046	2.047
5360	126.066	361.007	2.048
5360.5	126.164	361.388	2.049
5361	126.95	358.333	2.063
5361.5	127.809	354.338	2.087
5362	128.61	349.895	2.097
5362.5	129.242	344.376	2.078
5363	129.6	339.772	2.048
5363.5	129.709	338.236	2.027
5364	129.398	343.311	2.022
5364.5	128.898	349.219	2.026
5365	128.62	354.182	2.036
5365.5	128.335	355.053	2.048
5366	127.741	352.805	2.062
5366.5	127.455	347.519	2.095
5367	126.982	340.805	2.154
5367.5	127.324	336.363	2.216
5368	126.925	332.246	2.255
5368.5	126.308	324.315	2.279
5369	125.54	317.031	2.287
5369.5	124.753	317.107	2.258
5370	124.197	325.03	2.202
5370.5	123.518	333.682	2.152
5371	123.839	344.673	2.124
5371.5	124.179	348.814	2.121
5372	123.049	345.474	2.139
5372.5	121.077	341.375	2.172
5373	119.212	339.429	2.211
5373.5	118.214	340.582	2.245
5374	118.421	335.223	2.269
5374.5	120.812	324.991	2.269
5375	123.069	314.395	2.233
5375.5	125.64	313.785	2.173
5376	126.99	321.757	2.119
5376.5	127.889	333.959	2.087
5377	127.964	343.51	2.076
5377.5	127.749	350.74	2.08
5378	127.476	356.741	2.091
5378.5	127.18	363.027	2.103
5379	127.006	361.269	2.12
5379.5	125.973	354.603	2.15
5380	123.459	346.284	2.188
5380.5	121.905	338.386	2.204
5381	121.782	331.431	2.193
5381.5	122.829	329.232	2.184
5382	125.707	326.023	2.184
5382.5	125.894	330.686	2.169
5383	126.028	339.976	2.133
5383.5	125.654	346.309	2.108
5384	125.126	346.492	2.12
5384.5	124.555	343.978	2.165
5385	124.162	342.788	2.208
5385.5	124.907	343.02	2.201
5386	126.432	345.824	2.152
5386.5	127.341	352.556	2.113
5387	128.173	358.325	2.103
5387.5	127.851	364.343	2.112
5388	127.847	365.025	2.135
5388.5	125.603	358.345	2.18
5389	124.54	340.972	2.231
5389.5	123.538	326.501	2.255
5390	124.525	324.034	2.235
5390.5	126.777	326.58	2.18
5391	128.604	337.579	2.117
5391.5	129.087	344.75	2.078
5392	128.312	355.024	2.077
5392.5	126.958	363.807	2.109
5393	125.501	362.184	2.154
5393.5	124.604	351.514	2.195
5394	124.624	336.741	2.222
5394.5	125.328	329.127	2.223
5395	126.186	331.972	2.186
5395.5	126.485	339.287	2.128
5396	125.343	347.842	2.096
5396.5	123.146	351.499	2.118
5397	121.385	351.967	2.186
5397.5	121.023	347.57	2.258
5398	121.863	340.015	2.298
5398.5	123.915	332.568	2.307
5399	124.249	326.632	2.302
5399.5	124.734	325.711	2.29
5400	125.641	331.274	2.264
5400.5	126.277	337.13	2.227
5401	127.245	342.059	2.212
5401.5	126.877	347.649	2.238
5402	127.125	349.61	2.285
5402.5	127.15	349.66	2.316
5403	127.265	345.449	2.321
5403.5	127.197	342.756	2.315
5404	127.195	339.359	2.306
5404.5	127.218	334.174	2.299
5405	127.175	328.657	2.299
5405.5	126.666	322.067	2.305
5406	125.433	316.117	2.311
5406.5	123.879	307.797	2.312
5407	121.465	295.181	2.309
5407.5	119.536	283.275	2.303
5408	117.804	275.803	2.289
5408.5	118.205	282.559	2.265
5409	119.512	288.327	2.242
5409.5	121.375	295.835	2.231
5410	121.934	301.622	2.231
5410.5	121.267	311.467	2.232
5411	119.65	315.89	2.227
5411.5	118.009	316.526	2.22
5412	117.206	315.705	2.219
5412.5	117.597	313.392	2.224
5413	118.141	317.18	2.235
5413.5	119.442	320.233	2.251
5414	121.136	325.952	2.264
5414.5	123.397	330.841	2.268
5415	124.979	332.477	2.263
5415.5	125.376	329.972	2.258
5416	124.657	327.425	2.258
5416.5	123.167	322.126	2.251
5417	122.938	322.328	2.23
5417.5	124.178	317.864	2.206
5418	126.456	319.902	2.184
5418.5	128.586	325.706	2.155
5419	131.073	336.76	2.115
5419.5	132.22	348.854	2.077
5420	130.102	358.377	2.058
5420.5	126.824	363.512	2.063
5421	123.57	365.525	2.089
5421.5	121.918	356.49	2.133
5422	121.752	341.188	2.183
5422.5	121.058	326.718	2.212
5423	120.977	318.997	2.2
5423.5	122.326	319.018	2.163
5424	123.515	326.623	2.13
5424.5	124.246	334.921	2.118
5425	124.206	341.335	2.125
5425.5	123.164	345.344	2.15
5426	122.685	344.596	2.189
5426.5	121.913	342.432	2.229
5427	122.012	338.362	2.255
5427.5	121.62	331.441	2.267
5428	121.683	322.204	2.271
5428.5	121.785	314.368	2.268
5429	120.832	308.076	2.256
5429.5	118.625	304.556	2.239
5430	116.423	301.954	2.23
5430.5	114.718	300.976	2.239
5431	113.349	298.453	2.257
5431.5	112.575	296.715	2.271
5432	112.821	294.58	2.278
5432.5	113.574	293.454	2.277
5433	114.22	292.67	2.269
5433.5	114.757	292.932	2.259
5434	115.544	293.862	2.25
5434.5	116.784	294.43	2.241
5435	118.335	300.44	2.232
5435.5	120.434	302.711	2.212
5436	122.891	309.303	2.167
5436.5	125.58	315.141	2.113
5437	127.133	320.931	2.076
5437.5	127.759	328.197	2.064
5438	127.828	334.278	2.064
5438.5	126.656	336.906	2.07
5439	124.846	335.525	2.079
5439.5	121.721	332.431	2.09
5440	119.636	325.087	2.111
5440.5	118.678	314.09	2.155
5441	118.838	302.875	2.205
5441.5	119.378	298.099	2.227
5442	120.342	299.892	2.196
5442.5	121.754	306.1	2.136
5443	123.844	318.152	2.086
5443.5	125.142	330.585	2.065
5444	126.401	342.336	2.064
5444.5	125.742	344.87	2.064
5445	125.481	344.096	2.057
5445.5	124.919	343.879	2.056
5446	124.379	345.366	2.065
5446.5	123.445	346.541	2.075
5447	122.372	344.967	2.077
5447.5	121.592	339.187	2.078
5448	121.654	333.565	2.092
5448.5	122.063	329.963	2.117
5449	122.02	328.02	2.136
5449.5	121.909	326.048	2.136
5450	121.645	323.335	2.135
5450.5	121.485	322.902	2.151
5451	120.837	323.228	2.171
5451.5	119.691	322.059	2.172
5452	118.651	321.282	2.163
5452.5	117.632	321.057	2.167
5453	116.452	321.482	2.19
5453.5	115.175	317.128	2.222
5454	114.234	306.152	2.253
5454.5	114.595	297.014	2.275
5455	116.011	295.845	2.28
5455.5	118.563	301.94	2.254
5456	121.105	312.334	2.197
5456.5	123.67	325.789	2.136
5457	125.15	333.357	2.099
5457.5	125.287	338.185	2.089
5458	124.496	339.999	2.089
5458.5	122.878	339.126	2.09
5459	121.067	335.976	2.098
5459.5	118.223	329.63	2.121
5460	116.342	320.962	2.16
5460.5	115.898	312.407	2.206
5461	117.205	303.749	2.243
5461.5	119.298	297.379	2.256
5462	121.441	297.82	2.238
5462.5	123.191	302.01	2.19
5463	124.187	309.32	2.137
5463.5	124.298	313.507	2.112
5464	123.812	317.39	2.126
5464.5	122.432	319.522	2.15
5465	121.489	319.375	2.144
5465.5	120.534	318.313	2.126
5466	118.864	316.116	2.135
5466.5	117.628	312.54	2.176
5467	117.144	306.933	2.218
5467.5	117.532	302.065	2.236
5468	118.853	299.988	2.217
5468.5	120.327	302.372	2.162
5469	122.032	308.552	2.104
5469.5	123.658	315.765	2.078
5470	124.523	322.801	2.076
5470.5	124.866	328.502	2.075
5471	125.136	331.475	2.068
5471.5	125.547	332.732	2.063
5472	125.959	333.12	2.061
5472.5	126.013	333.035	2.06
5473	125.659	333.424	2.058
5473.5	125.082	334.315	2.056
5474	124.795	335.346	2.053
5474.5	124.59	335.569	2.049
5475	124.276	335.059	2.048
5475.5	123.928	333.991	2.049
5476	123.623	333.028	2.053
5476.5	123.565	331.13	2.057
5477	123.837	329.37	2.061
5477.5	124.2	327.384	2.06
5478	124.417	325.418	2.055
5478.5	124.596	325.468	2.051
5479	124.545	325.51	2.05
5479.5	124.21	326.248	2.053
5480	123.644	325	2.061
5480.5	123.465	322.587	2.069
5481	123.369	316.96	2.073
5481.5	123.62	315.78	2.074
5482	123.741	318.533	2.074
5482.5	123.71	319.809	2.072
5483	123.359	320.029	2.067
5483.5	123.07	315.522	2.062
5484	122.842	312.241	2.063
5484.5	122.833	304.766	2.068
5485	123.198	304.829	2.064
5485.5	123.572	307.523	2.052
5486	124.122	315.069	2.044
5486.5	124.23	320.219	2.048
5487	124.349	322.248	2.053
5487.5	124.271	324.558	2.05
5488	124.378	326.637	2.044
5488.5	124.403	327.643	2.043
5489	124.191	328.106	2.049
5489.5	123.546	328.234	2.058
5490	122.229	332.228	2.063
5490.5	120.955	334.917	2.064
5491	119.245	335.088	2.067
5491.5	117.15	333.897	2.084
5492	114.749	331.239	2.12
5492.5	113.423	328.72	2.169
5493	113.219	319.04	2.224
5493.5	114.158	308.075	2.274
5494	114.973	298.358	2.296
5494.5	116.027	294.223	2.269
5495	117.009	296.377	2.196
5495.5	118.019	302.103	2.119
5496	118.28	309.004	2.081
5496.5	117.437	313.084	2.088
5497	116.219	311.882	2.122
5497.5	115.8	306.874	2.161
5498	115.945	300.221	2.185
5498.5	116.394	297.774	2.181
5499	117.259	299.229	2.161
5499.5	118.916	305.384	2.153
5500	120.414	309.994	2.164
5500.5	121.794	311.948	2.18
5501	122.414	313.022	2.18
5501.5	122.99	314.792	2.15
5502	123.95	318.427	2.106
5502.5	124.579	323.357	2.073
5503	125.445	328.145	2.062
5503.5	125.884	330.47	2.069
5504	126.646	329.08	2.079
5504.5	127.192	324.842	2.07
5505	127.283	321.589	2.047
5505.5	127.118	319.41	2.033
5506	126.341	320.708	2.032
5506.5	125.422	322.508	2.041
5507	124.085	324.072	2.05
5507.5	123.251	323.738	2.059
5508	122.573	323.786	2.065
5508.5	122.233	324.688	2.069
5509	123.122	325.231	2.079
5509.5	125.01	322.927	2.095
5510	125.909	320.518	2.11
5510.5	125.448	317.75	2.111
5511	124.804	314.009	2.094
5511.5	123.448	308.123	2.073
5512	122.746	303.792	2.065
5512.5	122.21	302.73	2.069
5513	121.509	304.557	2.076
5513.5	121.505	304.723	2.078
5514	120.074	306.272	2.074
5514.5	119.023	308.706	2.067
5515	117.51	310.584	2.061
5515.5	117.166	312.027	2.059
5516	117.391	311.696	2.059
5516.5	118.844	311.932	2.06
5517	120.215	311.686	2.062
5517.5	122.055	312.225	2.063
5518	122.817	312.97	2.06
5518.5	123.158	313.185	2.053
5519	122.903	313.128	2.052
5519.5	122.822	313.166	2.058
5520	122.707	313.338	2.065
5520.5	123.045	313.526	2.067
5521	123.358	313.76	2.068
5521.5	124.758	313.88	2.071
5522	124.8	314.559	2.072
5522.5	125.024	315.166	2.068
5523	124.911	316.53	2.064
5523.5	125.362	316.879	2.063
5524	125.626	314.695	2.063
5524.5	125.724	313.66	2.067
5525	126.049	313.838	2.072
5525.5	126.466	315.937	2.07
5526	126.907	318.479	2.061
5526.5	127.462	318.985	2.054
5527	127.759	319.132	2.055
5527.5	127.791	317.715	2.058
